#Doc №	Subject	Source	Date
L2/08-008	Information technology - Universal Multiple-Octet Coded Character Set (UCS) - Amendment 6: Imperial Aramaic, Inscriptional Parthian, Inscriptional Pahlavi, and other characters (PDAM, SC2 N 3989) (additional files are HERE)	SC2	2008-01-07
L2/08-009	Table of Replies for ISO/IEC 10646: 2003/FDAM 3, Information technology -- Universal Multiple-Octet Coded Character Set (UCS) -- Amendment 3: Lepcha, Ol Chiki, Saurashtra, Vai and other characters	SC2	2008-01-07
L2/08-010	Information technology  - Universal Multiple-Octet Coded Character Set (UCS)  - Amendment 5: Tai Tham, Tai Viet, Avestan, Egyptian Hieroglyphs, CJK Unified Ideographs Extension C, and other characters (FPDAM, SC2 N 3982) (additional files are HERE)	SC2	2008-01-09
L2/08-011	Proposal for encoding the Batak script (Revised; WG2 N3320R)	SEI / Everson	2008-10-14
L2/08-012	Transmittal to INCITS Technical Committee and Task Group Chairs of the Executive Board Request for Confirmation of Liaisons	INCITS	2008-01-15
L2/08-013	Logistical Information for the Meetings of SC 2 Plenary, WG 2 and OWGSORT	SC2	2008-01-15
L2/08-014	1st Call WG2 Meeting # 52 from 2008-04-21/24 (WG2 N3376)	WG2	2008-01-15
L2/08-015	Proposal for encoding the Javanese script in the UCS (revised; WG2 N3319R3, replaces L2/07-295R)	Indonesia, SEI, et al	2008-03-07
L2/08-016	Notes of Discussion at the Plenary Session Held in the Morning of 12 November 2007 (IRG #29)	IRG	2008-01-15
L2/08-017	Draft Proposal to Encode the Sharada Script in ISO/IEC 10646	SEI / Pandey	2008-01-22
L2/08-018	Deprecated Characters (Post 5.1)	Mark Davis	2008-01-15
L2/08-019	Revised Proposal to encode Old Lisu (replaces L2/07-344)	China NB / Adrian Cheuk	2008-01-28
L2/08-020	Malayalam: Comparison of Dot-Reph Proposals in 5.1	Cibu Johny, Umesh Nair	2008-01-30
L2/08-021	Time to freeze NPC and canonical equivalency	John Cowan	2008-01-17
L2/08-022	Line breaking and SEAsia	Martin Hosken	2008-01-22
L2/08-023	Re: line breaking and SEAsia	Asmus Freytag	2008-01-22
L2/08-024	Proposal to add the Samaritan alphabet to the BMP (WG2 N3377)	SEI / Michael Everson	2008-01-28
L2/08-025	Revised proposal to encode the Manichaean script (WG2 N3378)	SEI / Michael Everson	2008-01-28
L2/08-026	Case Gotchas	Mark Davis	2008-01-17
L2/08-027	Default Ignorables	Mark Davis	2008-01-17
L2/08-028	Stabilized Strings (UAX 15)	Mark Davis	2008-01-17
L2/08-029	UAX #29 Sentence Break SContinue characters	Peter Edberg	2008-01-18
L2/08-030	Proposal to encode the character "subscript ten" (revised)	Leonid Broukhis	2008-02-13
L2/08-031	Preliminary Agenda for seventh meeting of OWG-SORT, Redmond, to be held during the week of 21 April 2008	SC2	2008-01-22
L2/08-032	Liaison statement from SC 34 to SC 2 regarding ISO/IEC FCD 19757-7, Information technology -- Document Schema Definition Languages (DSDL) -- Part 7: Character Repertoire Description Language (CRDL)	Source	2008-01-22
L2/08-033	Text and letter ballot for FCD 15897 - Procedures for registration of cultural elements	SC35	2008-01-22
L2/08-034	Request to document glyph variants	Lorna Priest	2008-01-28
L2/08-035	Vedic Revisions 2008 Jan 14	Peter Scharf	2008-01-22
L2/08-036	A proposal to Encode Alternative New Tai Lue Digit 1 (WG2 N3380)	Martin Hosken	2008-01-28
L2/08-037	Tai Tham Ad-hoc Meeting Report (WG2 N3379)	Peter Constable	2008-01-24
L2/08-038	Atomic chillu’s are Unacceptable	Santhosh Thottingal	2008-01-28
L2/08-039	Malayalam Script - Adoption of New Script for Use - Orders Issued (1971)	Gov’t of Kerala	2008-01-28
L2/08-040	Comments on L2/07-402: Malayalam Chillus in Grapheme clusters	N. Ganesan	2008-01-28
L2/08-041	Malayalam Reph with ZWJ joiner	N. Ganesan	2008-01-28
L2/08-042	Proposal for Encoding of Vaidika Characters & Symbols	Gov’t of India, et al	2008-01-28
L2/08-043	Vedic evidence to accompany L2/08-042 Vaidika	Gov’t of India, et al	2008-01-28
L2/08-044	Proposal to encode Old South Arabian Script	SEI / Kamal Mansour, et al	2008-01-28
L2/08-045	Proposal for Handling Rejected and Under Investigation Status	Ken Whistler	2008-01-28
L2/08-046	Liaison Report from Script Encoding Initiative, UC Berkeley	Deborah Anderson	2008-01-30
L2/08-047	Update Conformance Clauses for Definition of ECCS	Ken Whistler	2008-01-28
L2/08-048	Recently Closed Action Items (since 2007-10-13)	Rick McGowan	2008-01-29
L2/08-049	Egyptological Yod and Cyrillic breathings (revised; WG2 N3382R)	Michael Everson, Bob Richmond	2008-04-04
L2/08-050	Summary proposal to encode characters for Vedic (WG2 N3383)	SEI / Michael Everson	2008-01-28
L2/08-051	Splitting Up Unihan.txt	John Jenkins	2008-01-28
L2/08-052	Unihan Frequency Data Derived From Wikimedia	John Jenkins	2008-01-28
L2/08-053	Proposed Draft Unicode Technical Report  - U-source Ideographs	John Jenkins	2008-01-28
L2/08-054	U-Source Ideographs	John Jenkins	2008-01-28
L2/08-055	USourceIdeographs.txt (data file)	John Jenkins	2008-01-28
L2/08-056	Proposed Update: UAX #9: Unicode Bidirectional Algorithm (HTML version)	Mark Davis	2008-01-28
L2/08-057	Proposed Update UAX #11: East Asian Width (HTML version)	Asmus Freytag	2008-01-28
L2/08-058	Proposed Update UAX #14 Unicode Line Breaking Algorithm (HTML version)	Andy Heninger	2008-01-28
L2/08-059	Proposed Update UAX #15: Unicode Normalization Forms (HTML version)	Source	2008-01-28
L2/08-060	Proposed Update UAX #24: Unicode Script Property (HTML version)	Source	2008-01-28
L2/08-061	Proposed Update UAX #29: Unicode Text Segmentation ( HTML version)	Source	2008-01-28
L2/08-062	Proposed Update UAX #31: Unicode Identifier and Pattern Syntax (HTML version)	Source	2008-01-28
L2/08-063	Proposed Update UAX #34: Unicode Named Character Sequences (HTML version)	Source	2008-01-28
L2/08-064	Draft UAX #38: Unicode Han Database ( HTML version)	Source	2008-01-28
L2/08-065	Proposed Update UAX #41: Common References for UAXes ( HTML version)	Source	2008-01-28
L2/08-066	Draft UAX #42: Unicode Character Database in XML (HTML version)	Eric Muller	2008-01-28
L2/08-067	Draft UAX #44: Unicode Character Database (HTML version )	Mark Davis	2008-01-28
L2/08-068	Archaic Sinhala Numerals	Gihan Dias	2008-01-28
L2/08-069	Comments on the Malayalam related text in Unicode 5.1.0	K. G. Sulochana	2008-01-28
L2/08-070	Information technology - Universal Multiple-Octet Coded Character Set (UCS) Amendment 4: Cham, Game Tiles, and other characters (WG2 N3381) (additional files are HERE)	Michel Suignard	2008-01-28
L2/08-071	Proposal for encoding the Old Turkic script in the SMP (WG2 N3357R2, replaces L2/07-325R)	SEI / Michael Everson	2008-01-28
L2/08-072	Comments from the W3C i18n review of UAX #29 (draft for Unicode 5.1.0)	Richard Ishida	2008-01-28
L2/08-073	Tai Tham Subjoined Variants (WG2 N3384)	Martin Hosken	2008-01-29
L2/08-074	L2/UTC Open Action Items, prior to UTC #114 / L2 #211	Rick McGowan	2008-01-29
L2/08-075	Comments on Public Review Issues (October 13, 2007 - January 30, 2008)	Rick McGowan	2008-01-30
L2/08-076	Malayalam Feedback from the Online Reporting Form (UTF-8 text version HERE)	Rick McGowan	2008-01-29
L2/08-077	Japanese TV symbols (revision 3; WG2 N3341, WG2 N3469)	Michel Suignard	2008-05-02
L2/08-078	Tamil Issues	Mark Davis	2008-01-29
L2/08-079	Actions on Normalization and Casing Stability	Mark Davis	2008-01-29
L2/08-080	Emoji Proposal Data	Kat Momoi, Mark Davis, Markus Scherer	2008-01-30
L2/08-081	Working Draft Proposal (2) for Encoding Emoji Symbols	Kat Momoi, Mark Davis, Markus Scherer	2008-01-30
L2/08-082	Feedback on Linebreak Test	Andy Heninger	2008-01-29
L2/08-083	UAX 29 Unicode 5.1 (draft 5) Feedback	Andy Heninger	2008-01-29
L2/08-084	Proposal to add Nine Multi-Letter Jamo Characters	Kent Karlsson	2008-01-30
L2/08-085	Report of the South Asia Subcommittee Meeting in Chennai, 2008/01/23-24	Mark Davis	2008-01-30
L2/08-086	Danda Guidelines Draft	US NB	2008-01-30
L2/08-087	Comments on L2/08-049 (WG2 N3382) Egyptological Yod and Cyrillic Breathings	Deborah Anderson, Donald Mastronarde	2008-01-30
L2/08-088	Additional Comments on the Avestan Separation Point (WG2 N3443)	Deborah Anderson	2008-01-30
L2/08-089	Re: UAX 14 behavior of U+3002 IDEOGRAPHIC FULL STOP	Asmus Freytag	2008-01-30
L2/08-090	Attachment for L2/08-082 and L2/08-083	Andy Heninger	2008-01-30
L2/08-091	ISO Comments in Unicode 5.1.0 Data Files	Andrew West	2008-01-31
L2/08-092	Comparison between two Vedic proposals of January 2008	Michael Everson, Peter Scharf	2008-01-31
L2/08-093	Comments on UAX #42 (tr42-2.html)	Felix Sasaki	2008-01-31
L2/08-094	Feedback on UAX #42	John Cowan	2008-02-01
L2/08-095	Regression in UAX #14, Line Breaking Properties	Eric Muller	2008-02-02
L2/08-096	Comparison of L2/08-042 and L2/08-050	R. K. Joshi via Sobi	2008-02-03
L2/08-097	Amendments to L2/08-042, L2/08-043	Gov’t of India	2008-02-03
L2/08-098	Explanation on A8FE Vaidika Prarambha Chihna and A8FF Vaidika Antha Chihna	R. K. Joshi via Sobi	2008-02-03
L2/08-099	Notes on IDN Meeting	Mark Davis	2008-02-04
L2/08-100	IDNAbis Preprocessing Draft	Mark Davis	2008-02-04
L2/08-101	Report on the Final Recommendations of the Task Force on TACE16	M. Ponnavaikko	2008-02-04
L2/08-102	Attendees of the South Asia Subcommittee Meeting at Chennai	M. Ponnavaikko	2008-02-04
L2/08-103	The official remarks from Dr.C.Chandramouli, Secretary to the Government, Information Technology Department, Government of Tamil Nadu	M. Ponnavaikko	2008-02-04
L2/08-104	On the Crisis of Tamil Computing Encoding	M. Ponnavaikko	2008-02-04
L2/08-105	Observations on the Encoding of Archaic Sinhala Numerals in Unicode/UCS	Sri Lanka N.B.	2008-02-05
L2/08-106	Feedback on the Updated Emoji Encoding Proposal	Markus Scherer	2008-02-05
L2/08-107	UTR #25: Unicode Support for Mathematics (draft revision 10)	Murray Sargent	2008-02-05
L2/08-108	Pattern_Syntax in UAX31	Mark Davis	2008-02-07
L2/08-109	IVD Update and incorporation in Unicode and in ISO/IEC 10646	Eric Muller	2008-02-07
L2/08-110	South Asia Subcommittee Report	Eric Muller	2008-02-08
L2/08-111	Scripts Subcommittee Draft Recommendations to UTC #114	Rick McGowan	2008-02-08
L2/08-112	Diff between UAX 14- 17 (Unicode 4.1) and UAX 14-19 (Unicode 5.0)	Andy Heninger	2008-02-08
L2/08-113	Asmus L2/08-89 Proposal Diffs	Andy Heninger	2008-02-08
L2/08-114	Recommended Regex Changes	Mark Davis	2008-02-08
L2/08-115	Proposal to encode the Esperanto spesmilo sign (WG2 N3390)	Michael Everson	2008-03-07
L2/08-116	Proposal to encode the Kazakh tenge sign (WG2 N3392)	Michael Everson	2008-03-07
L2/08-117	UTC/L2 request to review proposal for encoding 2 kana characters (WG2 N3394)	L2 / UTC	2008-02-28
L2/08-118	Criteria for the encoding of script-specific dandas	UTC / L2	2008-03-07
L2/08-119	ANSI Delegate Accreditation Form, SC2 Meeting #15	ANSI	2008-03-07
L2/08-120	ANSI Delegate Accreditation Form, SC 2 / OWG Sort Meeting #7	ANSI	2008-03-07
L2/08-121	ANSI Delegate Accreditation Form, SC 2 / WG 2 Meeting #52	ANSI	2008-03-07
L2/08-122	Comments on ISO/IEC FCD 15897	INCITS L2	2008-03-07
L2/08-123	Comments accompanying the US negative vote on FPDAM5 to ISO/IEC 10646:2003	INCITS L2	2008-03-07
L2/08-124	Comments accompanying the US positive vote on PDAM6 to ISO/IEC 10646:2003	INCITS L2	2008-03-07
L2/08-125	Comments on FCD 19757-7	INCITS L2	2008-03-07
L2/08-126	UTC Letter Ballot: Myanmar in Unicode 5.1	Eric Muller	2008-03-18
L2/08-127	Results: UTC Letter Ballot: Myanmar in Unicode 5.1	Eric Muller	2008-03-18
L2/08-128	Names and allocation of some Japanese TV symbols from N3397	Laurentiu Iancu	2008-03-22
L2/08-129	Preliminary proposal for encoding the Sorang Sompeng script	Michael Everson	2008-04-08
L2/08-130	Preliminary proposal for encoding the Varang Kshiti script	Michael Everson	2008-04-08
L2/08-131	Proposal for encoding Last Resort Pictures in Plane 14	Michael Everson	2008-04-01
L2/08-132	Proposal to encode 39 Unified Canadian Aboriginal Syllabics (WG2 N3427R, revised)	Michael Everson, Chris Harvey	2008-05-12
L2/08-133	Preliminary proposal for encoding the Chakma script	Michael Everson	2008-04-09
L2/08-134	Glyph Changes for Abkhaz (WG2 N3429)	Alexander Ankwab and Akhara Bzhanija	2008-04-14
L2/08-135	Proposal to encode a Soccer Ball symbol	Karl Pentzlin	2008-04-09
L2/08-136	Unicode for Meetei Script	M. Chandramani Singh	2008-04-09
L2/08-137	Letter re Vedic Sanskrit Proposal	E K Bharat Bhushan	2008-04-09
L2/08-138	1st Call for IRG#30 meeting to be held in Busan	Lu Qin	2008-04-09
L2/08-139	Announcement of The 30th ISO/IEC JTC1/SC2/WG2/IRG meeting June 9 ~ 13, 2008, Busan	Lu Qin	2008-04-09
L2/08-140	Rumi Numeral System Symbols (WG2 N3430) (Revised)	Azzedine Lazrek	2008-05-06
L2/08-141	New Technical Committee INCITS/PL22, Programming Languages - Notification of Establishment, Call for Members and Announcement of the April 28, 2008 Formation Meeting	INCITS	2008-04-09
L2/08-142	Representation of Ogham Space, Tamil named sequences (WG2 N3407)	INCITS L2 / UTC	2008-04-09
L2/08-143	Representation of CJK Unified Ideographs in multi-column (WG2 N3408)	Michel Suignard	2008-04-09
L2/08-144	Proposal to encode two Cyrillic characters for Abkhaz (WG2 N3435R)	Michael Everson	2008-05-12
L2/08-145	Ordering and character properties for Myanmar Khamti Shan characters (WG2 N3436)	Michael Everson	2008-04-14
L2/08-146	Position Paper on Egyptological Yod and Cyrillic Breathings	INCITS L2 / UTC	2008-04-14
L2/08-147	Discussion of Batak Vowel Ordering (WG2 N3446)	Rick McGowan, Ken Whistler	2008-04-14
L2/08-148	Thirty-seven hanzi to be considered as CJK Unified Ideographs (revised)	Ken Lunde	2008-05-20
L2/08-149	Preliminary proposal for additional Unified Canadian Aboriginal Syllabics (WG2 N3437)	Michael Everson	2008-04-14
L2/08-150	Recommendations for handling ill-formed sequences	Mark Davis	2008-04-14
L2/08-151	Being aware of Pattern_Syntax when allocating characters	Mark Davis	2008-04-14
L2/08-152	Liaison report to WG2 from UC Berkeley (Script Encoding Initiative) (WG2 N3434)	Deborah Anderson	2008-04-14
L2/08-153	Proposed Changes to Principles and Procedures (WG2 N3441)	US NB	2008-04-14
L2/08-154	Comments on N3426: Revised Proposal for encoding Nushu	US NB	2008-04-18
L2/08-155	Expert Feedback on Avestan Separation Point by Profs. Skjaervo, Jamison, and Watkins	Deborah Anderson	2008-04-14
L2/08-156	Request for removal of digits from Kaithi proposal (WG2 N3438)	Deborah Anderson and Anshuman Pandey	2008-04-14
L2/08-157	Additional Derived Properties	Mark Davis	2008-04-14
L2/08-158	Comments on L2/08-077R2 "Japanese TV Symbols"	Karl Pentzlin	2008-04-18
L2/08-159	Proposal to Encode 16 Characters for Arabic Pedagogical Use (revised; WG2 N3460R)	Attash Durrani, et al	2008-06-24
L2/08-160	UTC #115 Agenda	Lisa Moore	2008-05-16
L2/08-161	UTC #115 Minutes	Lisa Moore	2008-11-05
L2/08-162	UTC #115 Motions	Lisa Moore	2008-05-21
L2/08-163	L2 #212 Agenda	Eric Muller	2008-05-21
L2/08-164	L2 #212 Minutes	Eric Muller	2008-08-15
L2/08-165	INCITS EB Request for INCITS/L2 Clarification Concerning Requested Action on ISO/IEC FCD 15897 - Action Item a08.100 from the April 2008 INCITS EB Meeting	Jennifer Garner	2008-04-21
L2/08-166	Advance Transmittal of ISO/IEC 10646:2003/FDAM4, Information technology - Universal Multiple-Octet Coded Character Set (UCS) AMENDMENT 4: Cham, Game Tiles, and other characters	INCITS	2008-04-21
L2/08-167	Information technology - Universal Multiple-Octet Coded Character Set (UCS) AMENDMENT 4: Cham, Game Tiles, and other characters [fdam4] (additional files are HERE)	SC2	2008-04-21
L2/08-168	Explanatory Report ISO/IEC 10646: 2003/FDAM 4	SC2 Secty	2008-04-21
L2/08-169	Comments on N3425 Proposal for Encoding Naxi Dongba Pictograph (WG2 N3442)	Richard Cook and Deborah Anderson	2008-04-21
L2/08-170	Proposal for Encoding Naxi Dongba Pictograph	China N.B.	2008-04-22
L2/08-171	Revised Proposal for encoding Nushu	China N.B.	2008-04-22
L2/08-172	Draft: SC 2 Proposal for stabilised standards	SC2 Secty	2008-04-22
L2/08-173	Expert Feedback on AVESTAN SEPARATION POINT	Deborah Anderson	2008-04-22
L2/08-174	Six characters to be submitted for inclusion in the BMP	Hong Kong SAR	2008-04-22
L2/08-175	Comments on N3297: Proposal to encode Tangut characters	UK N.B.	2008-04-22
L2/08-176	Summary of Vedic Characters based on N3385, N3383R, and the Unicode Pipeline	Deborah Anderson	2008-04-22
L2/08-177	Unicode Liaison Report  - WG 2 meeting 52	Peter Constable	2008-04-22
L2/08-178	Result of Repertoire Review for FDAM5 of ISO/IEC 10646:2003 and future amendments (WG2 N3465)	Michael Everson	2008-04-28
L2/08-179	Result of Repertoire Review for PDAM6.2 of ISO/IEC 10646:2003 and future amendments (WG2 N3466)	Michael Everson	2008-04-28
L2/08-180	Updated proposal to encode Meetei Mayek (WG2 N3470)	Ireland N.B., US N.B.	2008-04-28
L2/08-181	Proposal to add Khamti Shan Characters to the Myanmar Blocks (WG2 N3423)	Martin Hosken	2008-04-28
L2/08-182	Proposal to Encode Additional Latin and Cyrillic Characters (revised; WG2 N 3481)	Lorna Priest	2008-07-28
L2/08-183	Resolutions of WG 2 meeting 52 (WG2 N3454R3)	WG2	2008-05-06
L2/08-184	Revised proposal to encode six CJK Ideographs in UCS (WG2 N3318R)	Japan N.B.	2008-05-01
L2/08-185	Comments on N3397 (WG2 N3461; see also L2/08-128)	Laurentiu Iancu	2008-05-02
L2/08-186	Reply to N3433 and the explanatory revision to N3426 (Nushu; WG2 N3462R)	China N.B.	2008-05-02
L2/08-187	Comments on N3297: Proposal to encode Tangut characters in UCS Plane 1 and charts	China / USA	2008-05-02
L2/08-188	Collected comments on Japanese TV Symbols WG2 N3397 (WG2 N3468)	Masahiro Sekiguchi	2008-05-02
L2/08-189	Resolutions of the 15th Plenary Meeting of ISO/IEC JTC 1/SC 2 held in Redmond, Washington, USA, 2008-04-25	SC2 Secty	2008-05-02
L2/08-190	Disposition of comments on SC2 N 3943 (FPDAM text for Amendment 5 to ISO/IEC 10646:2003)	Michel Suignard	2008-05-02
L2/08-191	Disposition of comments on SC2 N 3989 (PDAM text for Amendment 6 to ISO/IEC 10646:2003)	Michel Suignard	2008-05-02
L2/08-192	Comments on Myanmar Unicode introduction text	Keith Stribley	2008-05-02
L2/08-193	Preliminary proposal to encode Classical Yi characters (abridged. The full proposal including ~2048 pages of charts is 137MB, available HERE)	China N.B.	2008-05-02
L2/08-194	Proposal to Encode the Kaithi Script (WG 2 N3389; replaces L2/07-418)	Anshuman Pandey	2008-05-06
L2/08-195	Dot-Reph and Subscript YA/VA Sequences in Malayalam Unicode	Naga Ganesan	2008-05-06
L2/08-196	Proposal for Encoding of Vaidika Sanskrit Characters & Symbols (consolidates L2/07-395, L2/07-396, L2/07-397, L2/08-042 & L2/08-043, L2/08-110)	Gov’t of India	2008-05-06
L2/08-197	Representation of Bodo, Dogri and Maithili languages in Unicode Standard	Gov’t of India	2008-05-06
L2/08-198	Proposal to encode additional Tifinagh characters (revised; WG2 N3482)	Lorna Priest, Jon Coblentz	2008-07-28
L2/08-199	Proposal to Encode Oriya Fraction Signs (revised)	Anshuman Pandey	2008-06-17
L2/08-200	Draft Proposal to Encode the Sharada Script	Anshuman Pandey	2008-05-06
L2/08-201	Towards an Encoding for the Khojki Script	Anshuman Pandey	2008-05-06
L2/08-202	Liaison Report from Script Encoding Initiative, UC Berkeley	Deborah Anderson	2008-05-06
L2/08-203	Head of Delegation Report (JTC1/SC2 meeting#15)	Michel Suignard	2008-05-06
L2/08-204	Quick Report on WG2’s Meeting	Ken Whistler	2008-05-06
L2/08-205	WG2 Consent Docket	Ken Whistler	2008-05-06
