#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'1F108	'5.2	'No	'Com	DIGIT SEVEN COMMA	'🄈	'7,	'7,	'7,	Tr≠N4M			'1F108	'0037 002C	'0037 002C	'0037 002C	16. NFKC_CF-Compat
'1F109	'5.2	'No	'Com	DIGIT EIGHT COMMA	'🄉	'8,	'8,	'8,	Tr≠N4M			'1F109	'0038 002C	'0038 002C	'0038 002C	16. NFKC_CF-Compat
'1F10A	'5.2	'No	'Com	DIGIT NINE COMMA	'🄊	'9,	'9,	'9,	Tr≠N4M			'1F10A	'0039 002C	'0039 002C	'0039 002C	16. NFKC_CF-Compat
'2474	'1.1	'No	'Com	PARENTHESIZED DIGIT ONE	'⑴	'(1)	'(1)	'(1)	Tr≠N4M			'2474	'0028 0031 0029	'0028 0031 0029	'0028 0031 0029	16. NFKC_CF-Compat
'2475	'1.1	'No	'Com	PARENTHESIZED DIGIT TWO	'⑵	'(2)	'(2)	'(2)	Tr≠N4M			'2475	'0028 0032 0029	'0028 0032 0029	'0028 0032 0029	16. NFKC_CF-Compat
'2476	'1.1	'No	'Com	PARENTHESIZED DIGIT THREE	'⑶	'(3)	'(3)	'(3)	Tr≠N4M			'2476	'0028 0033 0029	'0028 0033 0029	'0028 0033 0029	16. NFKC_CF-Compat
'2477	'1.1	'No	'Com	PARENTHESIZED DIGIT FOUR	'⑷	'(4)	'(4)	'(4)	Tr≠N4M			'2477	'0028 0034 0029	'0028 0034 0029	'0028 0034 0029	16. NFKC_CF-Compat
'2478	'1.1	'No	'Com	PARENTHESIZED DIGIT FIVE	'⑸	'(5)	'(5)	'(5)	Tr≠N4M			'2478	'0028 0035 0029	'0028 0035 0029	'0028 0035 0029	16. NFKC_CF-Compat
'2479	'1.1	'No	'Com	PARENTHESIZED DIGIT SIX	'⑹	'(6)	'(6)	'(6)	Tr≠N4M			'2479	'0028 0036 0029	'0028 0036 0029	'0028 0036 0029	16. NFKC_CF-Compat
'247A	'1.1	'No	'Com	PARENTHESIZED DIGIT SEVEN	'⑺	'(7)	'(7)	'(7)	Tr≠N4M			'247A	'0028 0037 0029	'0028 0037 0029	'0028 0037 0029	16. NFKC_CF-Compat
'247B	'1.1	'No	'Com	PARENTHESIZED DIGIT EIGHT	'⑻	'(8)	'(8)	'(8)	Tr≠N4M			'247B	'0028 0038 0029	'0028 0038 0029	'0028 0038 0029	16. NFKC_CF-Compat
'247C	'1.1	'No	'Com	PARENTHESIZED DIGIT NINE	'⑼	'(9)	'(9)	'(9)	Tr≠N4M			'247C	'0028 0039 0029	'0028 0039 0029	'0028 0039 0029	16. NFKC_CF-Compat
'247D	'1.1	'No	'Com	PARENTHESIZED NUMBER TEN	'⑽	'(10)	'(10)	'(10)	Tr≠N4M			'247D	'0028 0031 0030 0029	'0028 0031 0030 0029	'0028 0031 0030 0029	16. NFKC_CF-Compat
'247E	'1.1	'No	'Com	PARENTHESIZED NUMBER ELEVEN	'⑾	'(11)	'(11)	'(11)	Tr≠N4M			'247E	'0028 0031 0031 0029	'0028 0031 0031 0029	'0028 0031 0031 0029	16. NFKC_CF-Compat
'247F	'1.1	'No	'Com	PARENTHESIZED NUMBER TWELVE	'⑿	'(12)	'(12)	'(12)	Tr≠N4M			'247F	'0028 0031 0032 0029	'0028 0031 0032 0029	'0028 0031 0032 0029	16. NFKC_CF-Compat
'2480	'1.1	'No	'Com	PARENTHESIZED NUMBER THIRTEEN	'⒀	'(13)	'(13)	'(13)	Tr≠N4M			'2480	'0028 0031 0033 0029	'0028 0031 0033 0029	'0028 0031 0033 0029	16. NFKC_CF-Compat
'2481	'1.1	'No	'Com	PARENTHESIZED NUMBER FOURTEEN	'⒁	'(14)	'(14)	'(14)	Tr≠N4M			'2481	'0028 0031 0034 0029	'0028 0031 0034 0029	'0028 0031 0034 0029	16. NFKC_CF-Compat
'2482	'1.1	'No	'Com	PARENTHESIZED NUMBER FIFTEEN	'⒂	'(15)	'(15)	'(15)	Tr≠N4M			'2482	'0028 0031 0035 0029	'0028 0031 0035 0029	'0028 0031 0035 0029	16. NFKC_CF-Compat
'2483	'1.1	'No	'Com	PARENTHESIZED NUMBER SIXTEEN	'⒃	'(16)	'(16)	'(16)	Tr≠N4M			'2483	'0028 0031 0036 0029	'0028 0031 0036 0029	'0028 0031 0036 0029	16. NFKC_CF-Compat
'2484	'1.1	'No	'Com	PARENTHESIZED NUMBER SEVENTEEN	'⒄	'(17)	'(17)	'(17)	Tr≠N4M			'2484	'0028 0031 0037 0029	'0028 0031 0037 0029	'0028 0031 0037 0029	16. NFKC_CF-Compat
'2485	'1.1	'No	'Com	PARENTHESIZED NUMBER EIGHTEEN	'⒅	'(18)	'(18)	'(18)	Tr≠N4M			'2485	'0028 0031 0038 0029	'0028 0031 0038 0029	'0028 0031 0038 0029	16. NFKC_CF-Compat
'2486	'1.1	'No	'Com	PARENTHESIZED NUMBER NINETEEN	'⒆	'(19)	'(19)	'(19)	Tr≠N4M			'2486	'0028 0031 0039 0029	'0028 0031 0039 0029	'0028 0031 0039 0029	16. NFKC_CF-Compat
'2487	'1.1	'No	'Com	PARENTHESIZED NUMBER TWENTY	'⒇	'(20)	'(20)	'(20)	Tr≠N4M			'2487	'0028 0032 0030 0029	'0028 0032 0030 0029	'0028 0032 0030 0029	16. NFKC_CF-Compat
'2488	'1.1	'No	'Com	DIGIT ONE FULL STOP	'⒈	'1.	'1.	'1.	Tr≠N4M			'2488	'0031 002E	'0031 002E	'0031 002E	16. NFKC_CF-Compat
'2489	'1.1	'No	'Com	DIGIT TWO FULL STOP	'⒉	'2.	'2.	'2.	Tr≠N4M			'2489	'0032 002E	'0032 002E	'0032 002E	16. NFKC_CF-Compat
'248A	'1.1	'No	'Com	DIGIT THREE FULL STOP	'⒊	'3.	'3.	'3.	Tr≠N4M			'248A	'0033 002E	'0033 002E	'0033 002E	16. NFKC_CF-Compat
'248B	'1.1	'No	'Com	DIGIT FOUR FULL STOP	'⒋	'4.	'4.	'4.	Tr≠N4M			'248B	'0034 002E	'0034 002E	'0034 002E	16. NFKC_CF-Compat
'248C	'1.1	'No	'Com	DIGIT FIVE FULL STOP	'⒌	'5.	'5.	'5.	Tr≠N4M			'248C	'0035 002E	'0035 002E	'0035 002E	16. NFKC_CF-Compat
'248D	'1.1	'No	'Com	DIGIT SIX FULL STOP	'⒍	'6.	'6.	'6.	Tr≠N4M			'248D	'0036 002E	'0036 002E	'0036 002E	16. NFKC_CF-Compat
'248E	'1.1	'No	'Com	DIGIT SEVEN FULL STOP	'⒎	'7.	'7.	'7.	Tr≠N4M			'248E	'0037 002E	'0037 002E	'0037 002E	16. NFKC_CF-Compat
'248F	'1.1	'No	'Com	DIGIT EIGHT FULL STOP	'⒏	'8.	'8.	'8.	Tr≠N4M			'248F	'0038 002E	'0038 002E	'0038 002E	16. NFKC_CF-Compat
'2490	'1.1	'No	'Com	DIGIT NINE FULL STOP	'⒐	'9.	'9.	'9.	Tr≠N4M			'2490	'0039 002E	'0039 002E	'0039 002E	16. NFKC_CF-Compat
'2491	'1.1	'No	'Com	NUMBER TEN FULL STOP	'⒑	'10.	'10.	'10.	Tr≠N4M			'2491	'0031 0030 002E	'0031 0030 002E	'0031 0030 002E	16. NFKC_CF-Compat
'2492	'1.1	'No	'Com	NUMBER ELEVEN FULL STOP	'⒒	'11.	'11.	'11.	Tr≠N4M			'2492	'0031 0031 002E	'0031 0031 002E	'0031 0031 002E	16. NFKC_CF-Compat
'2493	'1.1	'No	'Com	NUMBER TWELVE FULL STOP	'⒓	'12.	'12.	'12.	Tr≠N4M			'2493	'0031 0032 002E	'0031 0032 002E	'0031 0032 002E	16. NFKC_CF-Compat
'2494	'1.1	'No	'Com	NUMBER THIRTEEN FULL STOP	'⒔	'13.	'13.	'13.	Tr≠N4M			'2494	'0031 0033 002E	'0031 0033 002E	'0031 0033 002E	16. NFKC_CF-Compat
'2495	'1.1	'No	'Com	NUMBER FOURTEEN FULL STOP	'⒕	'14.	'14.	'14.	Tr≠N4M			'2495	'0031 0034 002E	'0031 0034 002E	'0031 0034 002E	16. NFKC_CF-Compat
'2496	'1.1	'No	'Com	NUMBER FIFTEEN FULL STOP	'⒖	'15.	'15.	'15.	Tr≠N4M			'2496	'0031 0035 002E	'0031 0035 002E	'0031 0035 002E	16. NFKC_CF-Compat
'2497	'1.1	'No	'Com	NUMBER SIXTEEN FULL STOP	'⒗	'16.	'16.	'16.	Tr≠N4M			'2497	'0031 0036 002E	'0031 0036 002E	'0031 0036 002E	16. NFKC_CF-Compat
'2498	'1.1	'No	'Com	NUMBER SEVENTEEN FULL STOP	'⒘	'17.	'17.	'17.	Tr≠N4M			'2498	'0031 0037 002E	'0031 0037 002E	'0031 0037 002E	16. NFKC_CF-Compat
'2499	'1.1	'No	'Com	NUMBER EIGHTEEN FULL STOP	'⒙	'18.	'18.	'18.	Tr≠N4M			'2499	'0031 0038 002E	'0031 0038 002E	'0031 0038 002E	16. NFKC_CF-Compat
'249A	'1.1	'No	'Com	NUMBER NINETEEN FULL STOP	'⒚	'19.	'19.	'19.	Tr≠N4M			'249A	'0031 0039 002E	'0031 0039 002E	'0031 0039 002E	16. NFKC_CF-Compat
'249B	'1.1	'No	'Com	NUMBER TWENTY FULL STOP	'⒛	'20.	'20.	'20.	Tr≠N4M			'249B	'0032 0030 002E	'0032 0030 002E	'0032 0030 002E	16. NFKC_CF-Compat
'3220	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH ONE	'㈠	'(一)	'(一)	'(一)	Tr≠N4M			'3220	'0028 4E00 0029	'0028 4E00 0029	'0028 4E00 0029	16. NFKC_CF-Compat
'3221	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH TWO	'㈡	'(二)	'(二)	'(二)	Tr≠N4M			'3221	'0028 4E8C 0029	'0028 4E8C 0029	'0028 4E8C 0029	16. NFKC_CF-Compat
'3222	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH THREE	'㈢	'(三)	'(三)	'(三)	Tr≠N4M			'3222	'0028 4E09 0029	'0028 4E09 0029	'0028 4E09 0029	16. NFKC_CF-Compat
'3223	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH FOUR	'㈣	'(四)	'(四)	'(四)	Tr≠N4M			'3223	'0028 56DB 0029	'0028 56DB 0029	'0028 56DB 0029	16. NFKC_CF-Compat
'3224	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH FIVE	'㈤	'(五)	'(五)	'(五)	Tr≠N4M			'3224	'0028 4E94 0029	'0028 4E94 0029	'0028 4E94 0029	16. NFKC_CF-Compat
'3225	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH SIX	'㈥	'(六)	'(六)	'(六)	Tr≠N4M			'3225	'0028 516D 0029	'0028 516D 0029	'0028 516D 0029	16. NFKC_CF-Compat
'3226	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH SEVEN	'㈦	'(七)	'(七)	'(七)	Tr≠N4M			'3226	'0028 4E03 0029	'0028 4E03 0029	'0028 4E03 0029	16. NFKC_CF-Compat
'3227	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH EIGHT	'㈧	'(八)	'(八)	'(八)	Tr≠N4M			'3227	'0028 516B 0029	'0028 516B 0029	'0028 516B 0029	16. NFKC_CF-Compat
'3228	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH NINE	'㈨	'(九)	'(九)	'(九)	Tr≠N4M			'3228	'0028 4E5D 0029	'0028 4E5D 0029	'0028 4E5D 0029	16. NFKC_CF-Compat
'3229	'1.1	'No	'Com	PARENTHESIZED IDEOGRAPH TEN	'㈩	'(十)	'(十)	'(十)	Tr≠N4M			'3229	'0028 5341 0029	'0028 5341 0029	'0028 5341 0029	16. NFKC_CF-Compat
'2460	'1.1	'No	'Enc	CIRCLED DIGIT ONE	'①	'1	'1	'1	Tr≠N4M			'2460	'0031	'0031	'0031	16. NFKC_CF-Circle
'2461	'1.1	'No	'Enc	CIRCLED DIGIT TWO	'②	'2	'2	'2	Tr≠N4M			'2461	'0032	'0032	'0032	16. NFKC_CF-Circle
'2462	'1.1	'No	'Enc	CIRCLED DIGIT THREE	'③	'3	'3	'3	Tr≠N4M			'2462	'0033	'0033	'0033	16. NFKC_CF-Circle
'2463	'1.1	'No	'Enc	CIRCLED DIGIT FOUR	'④	'4	'4	'4	Tr≠N4M			'2463	'0034	'0034	'0034	16. NFKC_CF-Circle
'2464	'1.1	'No	'Enc	CIRCLED DIGIT FIVE	'⑤	'5	'5	'5	Tr≠N4M			'2464	'0035	'0035	'0035	16. NFKC_CF-Circle
'2465	'1.1	'No	'Enc	CIRCLED DIGIT SIX	'⑥	'6	'6	'6	Tr≠N4M			'2465	'0036	'0036	'0036	16. NFKC_CF-Circle
'2466	'1.1	'No	'Enc	CIRCLED DIGIT SEVEN	'⑦	'7	'7	'7	Tr≠N4M			'2466	'0037	'0037	'0037	16. NFKC_CF-Circle
'2467	'1.1	'No	'Enc	CIRCLED DIGIT EIGHT	'⑧	'8	'8	'8	Tr≠N4M			'2467	'0038	'0038	'0038	16. NFKC_CF-Circle
'2468	'1.1	'No	'Enc	CIRCLED DIGIT NINE	'⑨	'9	'9	'9	Tr≠N4M			'2468	'0039	'0039	'0039	16. NFKC_CF-Circle
'2469	'1.1	'No	'Enc	CIRCLED NUMBER TEN	'⑩	'10	'10	'10	Tr≠N4M			'2469	'0031 0030	'0031 0030	'0031 0030	16. NFKC_CF-Circle
'246A	'1.1	'No	'Enc	CIRCLED NUMBER ELEVEN	'⑪	'11	'11	'11	Tr≠N4M			'246A	'0031 0031	'0031 0031	'0031 0031	16. NFKC_CF-Circle
'246B	'1.1	'No	'Enc	CIRCLED NUMBER TWELVE	'⑫	'12	'12	'12	Tr≠N4M			'246B	'0031 0032	'0031 0032	'0031 0032	16. NFKC_CF-Circle
'246C	'1.1	'No	'Enc	CIRCLED NUMBER THIRTEEN	'⑬	'13	'13	'13	Tr≠N4M			'246C	'0031 0033	'0031 0033	'0031 0033	16. NFKC_CF-Circle
'246D	'1.1	'No	'Enc	CIRCLED NUMBER FOURTEEN	'⑭	'14	'14	'14	Tr≠N4M			'246D	'0031 0034	'0031 0034	'0031 0034	16. NFKC_CF-Circle
'246E	'1.1	'No	'Enc	CIRCLED NUMBER FIFTEEN	'⑮	'15	'15	'15	Tr≠N4M			'246E	'0031 0035	'0031 0035	'0031 0035	16. NFKC_CF-Circle
'246F	'1.1	'No	'Enc	CIRCLED NUMBER SIXTEEN	'⑯	'16	'16	'16	Tr≠N4M			'246F	'0031 0036	'0031 0036	'0031 0036	16. NFKC_CF-Circle
'2470	'1.1	'No	'Enc	CIRCLED NUMBER SEVENTEEN	'⑰	'17	'17	'17	Tr≠N4M			'2470	'0031 0037	'0031 0037	'0031 0037	16. NFKC_CF-Circle
'2471	'1.1	'No	'Enc	CIRCLED NUMBER EIGHTEEN	'⑱	'18	'18	'18	Tr≠N4M			'2471	'0031 0038	'0031 0038	'0031 0038	16. NFKC_CF-Circle
'2472	'1.1	'No	'Enc	CIRCLED NUMBER NINETEEN	'⑲	'19	'19	'19	Tr≠N4M			'2472	'0031 0039	'0031 0039	'0031 0039	16. NFKC_CF-Circle
'2473	'1.1	'No	'Enc	CIRCLED NUMBER TWENTY	'⑳	'20	'20	'20	Tr≠N4M			'2473	'0032 0030	'0032 0030	'0032 0030	16. NFKC_CF-Circle
'24EA	'1.1	'No	'Enc	CIRCLED DIGIT ZERO	'⓪	'0	'0	'0	Tr≠N4M			'24EA	'0030	'0030	'0030	16. NFKC_CF-Circle
'3251	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY ONE	'㉑	'21	'21	'21	Tr≠N4M			'3251	'0032 0031	'0032 0031	'0032 0031	16. NFKC_CF-Circle
'3252	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY TWO	'㉒	'22	'22	'22	Tr≠N4M			'3252	'0032 0032	'0032 0032	'0032 0032	16. NFKC_CF-Circle
'3253	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY THREE	'㉓	'23	'23	'23	Tr≠N4M			'3253	'0032 0033	'0032 0033	'0032 0033	16. NFKC_CF-Circle
'3254	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY FOUR	'㉔	'24	'24	'24	Tr≠N4M			'3254	'0032 0034	'0032 0034	'0032 0034	16. NFKC_CF-Circle
'3255	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY FIVE	'㉕	'25	'25	'25	Tr≠N4M			'3255	'0032 0035	'0032 0035	'0032 0035	16. NFKC_CF-Circle
'3256	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY SIX	'㉖	'26	'26	'26	Tr≠N4M			'3256	'0032 0036	'0032 0036	'0032 0036	16. NFKC_CF-Circle
'3257	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY SEVEN	'㉗	'27	'27	'27	Tr≠N4M			'3257	'0032 0037	'0032 0037	'0032 0037	16. NFKC_CF-Circle
'3258	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY EIGHT	'㉘	'28	'28	'28	Tr≠N4M			'3258	'0032 0038	'0032 0038	'0032 0038	16. NFKC_CF-Circle
'3259	'3.2	'No	'Enc	CIRCLED NUMBER TWENTY NINE	'㉙	'29	'29	'29	Tr≠N4M			'3259	'0032 0039	'0032 0039	'0032 0039	16. NFKC_CF-Circle
'325A	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY	'㉚	'30	'30	'30	Tr≠N4M			'325A	'0033 0030	'0033 0030	'0033 0030	16. NFKC_CF-Circle
'325B	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY ONE	'㉛	'31	'31	'31	Tr≠N4M			'325B	'0033 0031	'0033 0031	'0033 0031	16. NFKC_CF-Circle
'325C	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY TWO	'㉜	'32	'32	'32	Tr≠N4M			'325C	'0033 0032	'0033 0032	'0033 0032	16. NFKC_CF-Circle
'325D	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY THREE	'㉝	'33	'33	'33	Tr≠N4M			'325D	'0033 0033	'0033 0033	'0033 0033	16. NFKC_CF-Circle
'325E	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY FOUR	'㉞	'34	'34	'34	Tr≠N4M			'325E	'0033 0034	'0033 0034	'0033 0034	16. NFKC_CF-Circle
'325F	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY FIVE	'㉟	'35	'35	'35	Tr≠N4M			'325F	'0033 0035	'0033 0035	'0033 0035	16. NFKC_CF-Circle
'3280	'1.1	'No	'Enc	CIRCLED IDEOGRAPH ONE	'㊀	'一	'一	'一	Tr≠N4M			'3280	'4E00	'4E00	'4E00	16. NFKC_CF-Circle
'3281	'1.1	'No	'Enc	CIRCLED IDEOGRAPH TWO	'㊁	'二	'二	'二	Tr≠N4M			'3281	'4E8C	'4E8C	'4E8C	16. NFKC_CF-Circle
'3282	'1.1	'No	'Enc	CIRCLED IDEOGRAPH THREE	'㊂	'三	'三	'三	Tr≠N4M			'3282	'4E09	'4E09	'4E09	16. NFKC_CF-Circle
'3283	'1.1	'No	'Enc	CIRCLED IDEOGRAPH FOUR	'㊃	'四	'四	'四	Tr≠N4M			'3283	'56DB	'56DB	'56DB	16. NFKC_CF-Circle
'3284	'1.1	'No	'Enc	CIRCLED IDEOGRAPH FIVE	'㊄	'五	'五	'五	Tr≠N4M			'3284	'4E94	'4E94	'4E94	16. NFKC_CF-Circle
'3285	'1.1	'No	'Enc	CIRCLED IDEOGRAPH SIX	'㊅	'六	'六	'六	Tr≠N4M			'3285	'516D	'516D	'516D	16. NFKC_CF-Circle
'3286	'1.1	'No	'Enc	CIRCLED IDEOGRAPH SEVEN	'㊆	'七	'七	'七	Tr≠N4M			'3286	'4E03	'4E03	'4E03	16. NFKC_CF-Circle
'3287	'1.1	'No	'Enc	CIRCLED IDEOGRAPH EIGHT	'㊇	'八	'八	'八	Tr≠N4M			'3287	'516B	'516B	'516B	16. NFKC_CF-Circle
'3288	'1.1	'No	'Enc	CIRCLED IDEOGRAPH NINE	'㊈	'九	'九	'九	Tr≠N4M			'3288	'4E5D	'4E5D	'4E5D	16. NFKC_CF-Circle
'3289	'1.1	'No	'Enc	CIRCLED IDEOGRAPH TEN	'㊉	'十	'十	'十	Tr≠N4M			'3289	'5341	'5341	'5341	16. NFKC_CF-Circle
'32B1	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY SIX	'㊱	'36	'36	'36	Tr≠N4M			'32B1	'0033 0036	'0033 0036	'0033 0036	16. NFKC_CF-Circle
'32B2	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY SEVEN	'㊲	'37	'37	'37	Tr≠N4M			'32B2	'0033 0037	'0033 0037	'0033 0037	16. NFKC_CF-Circle
'32B3	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY EIGHT	'㊳	'38	'38	'38	Tr≠N4M			'32B3	'0033 0038	'0033 0038	'0033 0038	16. NFKC_CF-Circle
'32B4	'3.2	'No	'Enc	CIRCLED NUMBER THIRTY NINE	'㊴	'39	'39	'39	Tr≠N4M			'32B4	'0033 0039	'0033 0039	'0033 0039	16. NFKC_CF-Circle
'32B5	'3.2	'No	'Enc	CIRCLED NUMBER FORTY	'㊵	'40	'40	'40	Tr≠N4M			'32B5	'0034 0030	'0034 0030	'0034 0030	16. NFKC_CF-Circle
'32B6	'3.2	'No	'Enc	CIRCLED NUMBER FORTY ONE	'㊶	'41	'41	'41	Tr≠N4M			'32B6	'0034 0031	'0034 0031	'0034 0031	16. NFKC_CF-Circle
'32B7	'3.2	'No	'Enc	CIRCLED NUMBER FORTY TWO	'㊷	'42	'42	'42	Tr≠N4M			'32B7	'0034 0032	'0034 0032	'0034 0032	16. NFKC_CF-Circle
'32B8	'3.2	'No	'Enc	CIRCLED NUMBER FORTY THREE	'㊸	'43	'43	'43	Tr≠N4M			'32B8	'0034 0033	'0034 0033	'0034 0033	16. NFKC_CF-Circle
'32B9	'3.2	'No	'Enc	CIRCLED NUMBER FORTY FOUR	'㊹	'44	'44	'44	Tr≠N4M			'32B9	'0034 0034	'0034 0034	'0034 0034	16. NFKC_CF-Circle
'32BA	'3.2	'No	'Enc	CIRCLED NUMBER FORTY FIVE	'㊺	'45	'45	'45	Tr≠N4M			'32BA	'0034 0035	'0034 0035	'0034 0035	16. NFKC_CF-Circle
'32BB	'3.2	'No	'Enc	CIRCLED NUMBER FORTY SIX	'㊻	'46	'46	'46	Tr≠N4M			'32BB	'0034 0036	'0034 0036	'0034 0036	16. NFKC_CF-Circle
'32BC	'3.2	'No	'Enc	CIRCLED NUMBER FORTY SEVEN	'㊼	'47	'47	'47	Tr≠N4M			'32BC	'0034 0037	'0034 0037	'0034 0037	16. NFKC_CF-Circle
'32BD	'3.2	'No	'Enc	CIRCLED NUMBER FORTY EIGHT	'㊽	'48	'48	'48	Tr≠N4M			'32BD	'0034 0038	'0034 0038	'0034 0038	16. NFKC_CF-Circle
'32BE	'3.2	'No	'Enc	CIRCLED NUMBER FORTY NINE	'㊾	'49	'49	'49	Tr≠N4M			'32BE	'0034 0039	'0034 0039	'0034 0039	16. NFKC_CF-Circle
'32BF	'3.2	'No	'Enc	CIRCLED NUMBER FIFTY	'㊿	'50	'50	'50	Tr≠N4M			'32BF	'0035 0030	'0035 0030	'0035 0030	16. NFKC_CF-Circle
'00BC	'1.1	'No	'Fra	VULGAR FRACTION ONE QUARTER	'¼	' 1/4 	'1⁄4	'1⁄4	Tr≠N4M	Tr≠NF	Tr≠UCA	'00BC	'0020 0031 002F 0034 0020	'0031 2044 0034	'0031 2044 0034	16. NFKC_CF-Fraction + fix fraction slash + add separator
'00BD	'1.1	'No	'Fra	VULGAR FRACTION ONE HALF	'½	' 1/2 	'1⁄2	'1⁄2	Tr≠N4M	Tr≠NF	Tr≠UCA	'00BD	'0020 0031 002F 0032 0020	'0031 2044 0032	'0031 2044 0032	16. NFKC_CF-Fraction + fix fraction slash + add separator
'00BE	'1.1	'No	'Fra	VULGAR FRACTION THREE QUARTERS	'¾	' 3/4 	'3⁄4	'3⁄4	Tr≠N4M	Tr≠NF	Tr≠UCA	'00BE	'0020 0033 002F 0034 0020	'0033 2044 0034	'0033 2044 0034	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2150	'5.2	'No	'Fra	VULGAR FRACTION ONE SEVENTH	'⅐	' 1/7 	'1⁄7	'1⁄7	Tr≠N4M	Tr≠NF	Tr≠UCA	'2150	'0020 0031 002F 0037 0020	'0031 2044 0037	'0031 2044 0037	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2151	'5.2	'No	'Fra	VULGAR FRACTION ONE NINTH	'⅑	' 1/9 	'1⁄9	'1⁄9	Tr≠N4M	Tr≠NF	Tr≠UCA	'2151	'0020 0031 002F 0039 0020	'0031 2044 0039	'0031 2044 0039	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2152	'5.2	'No	'Fra	VULGAR FRACTION ONE TENTH	'⅒	' 1/10 	'1⁄10	'1⁄10	Tr≠N4M	Tr≠NF	Tr≠UCA	'2152	'0020 0031 002F 0031 0030 0020	'0031 2044 0031 0030	'0031 2044 0031 0030	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2153	'1.1	'No	'Fra	VULGAR FRACTION ONE THIRD	'⅓	' 1/3 	'1⁄3	'1⁄3	Tr≠N4M	Tr≠NF	Tr≠UCA	'2153	'0020 0031 002F 0033 0020	'0031 2044 0033	'0031 2044 0033	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2154	'1.1	'No	'Fra	VULGAR FRACTION TWO THIRDS	'⅔	' 2/3 	'2⁄3	'2⁄3	Tr≠N4M	Tr≠NF	Tr≠UCA	'2154	'0020 0032 002F 0033 0020	'0032 2044 0033	'0032 2044 0033	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2155	'1.1	'No	'Fra	VULGAR FRACTION ONE FIFTH	'⅕	' 1/5 	'1⁄5	'1⁄5	Tr≠N4M	Tr≠NF	Tr≠UCA	'2155	'0020 0031 002F 0035 0020	'0031 2044 0035	'0031 2044 0035	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2156	'1.1	'No	'Fra	VULGAR FRACTION TWO FIFTHS	'⅖	' 2/5 	'2⁄5	'2⁄5	Tr≠N4M	Tr≠NF	Tr≠UCA	'2156	'0020 0032 002F 0035 0020	'0032 2044 0035	'0032 2044 0035	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2157	'1.1	'No	'Fra	VULGAR FRACTION THREE FIFTHS	'⅗	' 3/5 	'3⁄5	'3⁄5	Tr≠N4M	Tr≠NF	Tr≠UCA	'2157	'0020 0033 002F 0035 0020	'0033 2044 0035	'0033 2044 0035	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2158	'1.1	'No	'Fra	VULGAR FRACTION FOUR FIFTHS	'⅘	' 4/5 	'4⁄5	'4⁄5	Tr≠N4M	Tr≠NF	Tr≠UCA	'2158	'0020 0034 002F 0035 0020	'0034 2044 0035	'0034 2044 0035	16. NFKC_CF-Fraction + fix fraction slash + add separator
'2159	'1.1	'No	'Fra	VULGAR FRACTION ONE SIXTH	'⅙	' 1/6 	'1⁄6	'1⁄6	Tr≠N4M	Tr≠NF	Tr≠UCA	'2159	'0020 0031 002F 0036 0020	'0031 2044 0036	'0031 2044 0036	16. NFKC_CF-Fraction + fix fraction slash + add separator
