# Cases where N4M differs from XNFKCCF
# Source; 	Target; 	Other; 	Reason(s); 	Comments

#@override reason=04+. digraph

1EFA;	1EFB;	006C 006C;	04+. digraph	 # ( Ỻ → ỻ )	LATIN CAPITAL LETTER MIDDLE-WELSH LL → LATIN SMALL LETTER MIDDLE-WELSH LL
335F;	335F;	0037 70B9;	other	 # ( ㍟ → ㍟ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SEVEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SEVEN
3360;	3360;	0038 70B9;	other	 # ( ㍠ → ㍠ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR EIGHT → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR EIGHT
3361;	3361;	0039 70B9;	other	 # ( ㍡ → ㍡ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR NINE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR NINE
3362;	3362;	0031 0030 70B9;	other	 # ( ㍢ → ㍢ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TEN
3363;	3363;	0031 0031 70B9;	other	 # ( ㍣ → ㍣ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR ELEVEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR ELEVEN
3364;	3364;	0031 0032 70B9;	other	 # ( ㍤ → ㍤ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWELVE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWELVE
3365;	3365;	0031 0033 70B9;	other	 # ( ㍥ → ㍥ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR THIRTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR THIRTEEN
3366;	3366;	0031 0034 70B9;	other	 # ( ㍦ → ㍦ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FOURTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FOURTEEN
3367;	3367;	0031 0035 70B9;	other	 # ( ㍧ → ㍧ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FIFTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR FIFTEEN
3368;	3368;	0031 0036 70B9;	other	 # ( ㍨ → ㍨ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SIXTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SIXTEEN
3369;	3369;	0031 0037 70B9;	other	 # ( ㍩ → ㍩ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SEVENTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR SEVENTEEN
336A;	336A;	0031 0038 70B9;	other	 # ( ㍪ → ㍪ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR EIGHTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR EIGHTEEN
336B;	336B;	0031 0039 70B9;	other	 # ( ㍫ → ㍫ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR NINETEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR NINETEEN
336C;	336C;	0032 0030 70B9;	other	 # ( ㍬ → ㍬ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY
336D;	336D;	0032 0031 70B9;	other	 # ( ㍭ → ㍭ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-ONE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-ONE
336E;	336E;	0032 0032 70B9;	other	 # ( ㍮ → ㍮ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-TWO → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-TWO
336F;	336F;	0032 0033 70B9;	other	 # ( ㍯ → ㍯ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-THREE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-THREE
3370;	3370;	0032 0034 70B9;	other	 # ( ㍰ → ㍰ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-FOUR → IDEOGRAPHIC TELEGRAPH SYMBOL FOR HOUR TWENTY-FOUR
3371;	3371;	0068 0070 0061;	other	 # ( ㍱ → ㍱ )	SQUARE HPA → SQUARE HPA
3372;	3372;	0064 0061;	other	 # ( ㍲ → ㍲ )	SQUARE DA → SQUARE DA
3373;	3373;	0061 0075;	other	 # ( ㍳ → ㍳ )	SQUARE AU → SQUARE AU
3374;	3374;	0062 0061 0072;	other	 # ( ㍴ → ㍴ )	SQUARE BAR → SQUARE BAR
3375;	3375;	006F 0076;	other	 # ( ㍵ → ㍵ )	SQUARE OV → SQUARE OV
3376;	3376;	0070 0063;	other	 # ( ㍶ → ㍶ )	SQUARE PC → SQUARE PC
3377;	3377;	0064 006D;	other	 # ( ㍷ → ㍷ )	SQUARE DM → SQUARE DM
3378;	3378;	0064 006D 00B2;	other	 # ( ㍸ → ㍸ )	SQUARE DM SQUARED → SQUARE DM SQUARED
3379;	3379;	0064 006D 00B3;	other	 # ( ㍹ → ㍹ )	SQUARE DM CUBED → SQUARE DM CUBED
337A;	337A;	0069 0075;	other	 # ( ㍺ → ㍺ )	SQUARE IU → SQUARE IU
337B;	337B;	5E73 6210;	other	 # ( ㍻ → ㍻ )	SQUARE ERA NAME HEISEI → SQUARE ERA NAME HEISEI
337C;	337C;	662D 548C;	other	 # ( ㍼ → ㍼ )	SQUARE ERA NAME SYOUWA → SQUARE ERA NAME SYOUWA
337D;	337D;	5927 6B63;	other	 # ( ㍽ → ㍽ )	SQUARE ERA NAME TAISYOU → SQUARE ERA NAME TAISYOU
337E;	337E;	660E 6CBB;	other	 # ( ㍾ → ㍾ )	SQUARE ERA NAME MEIZI → SQUARE ERA NAME MEIZI
337F;	337F;	682A 5F0F 4F1A 793E;	other	 # ( ㍿ → ㍿ )	SQUARE CORPORATION → SQUARE CORPORATION
3380;	3380;	0070 0061;	other	 # ( ㎀ → ㎀ )	SQUARE PA AMPS → SQUARE PA AMPS
3381;	3381;	006E 0061;	other	 # ( ㎁ → ㎁ )	SQUARE NA → SQUARE NA
3382;	3382;	03BC 0061;	other	 # ( ㎂ → ㎂ )	SQUARE MU A → SQUARE MU A
3383;	3383;	006D 0061;	other	 # ( ㎃ → ㎃ )	SQUARE MA → SQUARE MA
3384;	3384;	006B 0061;	other	 # ( ㎄ → ㎄ )	SQUARE KA → SQUARE KA
3385;	3385;	006B 0062;	other	 # ( ㎅ → ㎅ )	SQUARE KB → SQUARE KB
3386;	3386;	006D 0062;	other	 # ( ㎆ → ㎆ )	SQUARE MB → SQUARE MB
3387;	3387;	0067 0062;	other	 # ( ㎇ → ㎇ )	SQUARE GB → SQUARE GB
3388;	3388;	0063 0061 006C;	other	 # ( ㎈ → ㎈ )	SQUARE CAL → SQUARE CAL
3389;	3389;	006B 0063 0061 006C;	other	 # ( ㎉ → ㎉ )	SQUARE KCAL → SQUARE KCAL
338A;	338A;	0070 0066;	other	 # ( ㎊ → ㎊ )	SQUARE PF → SQUARE PF
338B;	338B;	006E 0066;	other	 # ( ㎋ → ㎋ )	SQUARE NF → SQUARE NF
338C;	338C;	03BC 0066;	other	 # ( ㎌ → ㎌ )	SQUARE MU F → SQUARE MU F
338D;	338D;	03BC 0067;	other	 # ( ㎍ → ㎍ )	SQUARE MU G → SQUARE MU G
338E;	338E;	006D 0067;	other	 # ( ㎎ → ㎎ )	SQUARE MG → SQUARE MG
338F;	338F;	006B 0067;	other	 # ( ㎏ → ㎏ )	SQUARE KG → SQUARE KG
3390;	3390;	0068 007A;	other	 # ( ㎐ → ㎐ )	SQUARE HZ → SQUARE HZ
3391;	3391;	006B 0068 007A;	other	 # ( ㎑ → ㎑ )	SQUARE KHZ → SQUARE KHZ
3392;	3392;	006D 0068 007A;	other	 # ( ㎒ → ㎒ )	SQUARE MHZ → SQUARE MHZ
3393;	3393;	0067 0068 007A;	other	 # ( ㎓ → ㎓ )	SQUARE GHZ → SQUARE GHZ
3394;	3394;	0074 0068 007A;	other	 # ( ㎔ → ㎔ )	SQUARE THZ → SQUARE THZ
3395;	3395;	03BC 006C;	other	 # ( ㎕ → ㎕ )	SQUARE MU L → SQUARE MU L
3396;	3396;	006D 006C;	other	 # ( ㎖ → ㎖ )	SQUARE ML → SQUARE ML
3397;	3397;	0064 006C;	other	 # ( ㎗ → ㎗ )	SQUARE DL → SQUARE DL
3398;	3398;	006B 006C;	other	 # ( ㎘ → ㎘ )	SQUARE KL → SQUARE KL
3399;	3399;	0066 006D;	other	 # ( ㎙ → ㎙ )	SQUARE FM → SQUARE FM
339A;	339A;	006E 006D;	other	 # ( ㎚ → ㎚ )	SQUARE NM → SQUARE NM
339B;	339B;	03BC 006D;	other	 # ( ㎛ → ㎛ )	SQUARE MU M → SQUARE MU M
339C;	339C;	006D 006D;	other	 # ( ㎜ → ㎜ )	SQUARE MM → SQUARE MM
339D;	339D;	0063 006D;	other	 # ( ㎝ → ㎝ )	SQUARE CM → SQUARE CM
339E;	339E;	006B 006D;	other	 # ( ㎞ → ㎞ )	SQUARE KM → SQUARE KM
339F;	339F;	006D 006D 00B2;	other	 # ( ㎟ → ㎟ )	SQUARE MM SQUARED → SQUARE MM SQUARED
33A0;	33A0;	0063 006D 00B2;	other	 # ( ㎠ → ㎠ )	SQUARE CM SQUARED → SQUARE CM SQUARED
33A1;	33A1;	006D 00B2;	other	 # ( ㎡ → ㎡ )	SQUARE M SQUARED → SQUARE M SQUARED
33A2;	33A2;	006B 006D 00B2;	other	 # ( ㎢ → ㎢ )	SQUARE KM SQUARED → SQUARE KM SQUARED
33A3;	33A3;	006D 006D 00B3;	other	 # ( ㎣ → ㎣ )	SQUARE MM CUBED → SQUARE MM CUBED
33A4;	33A4;	0063 006D 00B3;	other	 # ( ㎤ → ㎤ )	SQUARE CM CUBED → SQUARE CM CUBED
33A5;	33A5;	006D 00B3;	other	 # ( ㎥ → ㎥ )	SQUARE M CUBED → SQUARE M CUBED
33A6;	33A6;	006B 006D 00B3;	other	 # ( ㎦ → ㎦ )	SQUARE KM CUBED → SQUARE KM CUBED
33A7;	33A7;	0020 006D 002F 0073 0020;	other	 # ( ㎧ → ㎧ )	SQUARE M OVER S → SQUARE M OVER S
33A8;	33A8;	0020 006D 002F 0073 00B2 0020;	other	 # ( ㎨ → ㎨ )	SQUARE M OVER S SQUARED → SQUARE M OVER S SQUARED
33A9;	33A9;	0070 0061;	other	 # ( ㎩ → ㎩ )	SQUARE PA → SQUARE PA
33AA;	33AA;	006B 0070 0061;	other	 # ( ㎪ → ㎪ )	SQUARE KPA → SQUARE KPA
33AB;	33AB;	006D 0070 0061;	other	 # ( ㎫ → ㎫ )	SQUARE MPA → SQUARE MPA
33AC;	33AC;	0067 0070 0061;	other	 # ( ㎬ → ㎬ )	SQUARE GPA → SQUARE GPA
33AD;	33AD;	0072 0061 0064;	other	 # ( ㎭ → ㎭ )	SQUARE RAD → SQUARE RAD
33AE;	33AE;	0020 0072 0061 0064 002F 0073 0020;	other	 # ( ㎮ → ㎮ )	SQUARE RAD OVER S → SQUARE RAD OVER S
33AF;	33AF;	0020 0072 0061 0064 002F 0073 00B2 0020;	other	 # ( ㎯ → ㎯ )	SQUARE RAD OVER S SQUARED → SQUARE RAD OVER S SQUARED
33B0;	33B0;	0070 0073;	other	 # ( ㎰ → ㎰ )	SQUARE PS → SQUARE PS
33B1;	33B1;	006E 0073;	other	 # ( ㎱ → ㎱ )	SQUARE NS → SQUARE NS
33B2;	33B2;	03BC 0073;	other	 # ( ㎲ → ㎲ )	SQUARE MU S → SQUARE MU S
33B3;	33B3;	006D 0073;	other	 # ( ㎳ → ㎳ )	SQUARE MS → SQUARE MS
33B4;	33B4;	0070 0076;	other	 # ( ㎴ → ㎴ )	SQUARE PV → SQUARE PV
33B5;	33B5;	006E 0076;	other	 # ( ㎵ → ㎵ )	SQUARE NV → SQUARE NV
33B6;	33B6;	03BC 0076;	other	 # ( ㎶ → ㎶ )	SQUARE MU V → SQUARE MU V
33B7;	33B7;	006D 0076;	other	 # ( ㎷ → ㎷ )	SQUARE MV → SQUARE MV
33B8;	33B8;	006B 0076;	other	 # ( ㎸ → ㎸ )	SQUARE KV → SQUARE KV
33B9;	33B9;	006D 0076;	other	 # ( ㎹ → ㎹ )	SQUARE MV MEGA → SQUARE MV MEGA
33BA;	33BA;	0070 0077;	other	 # ( ㎺ → ㎺ )	SQUARE PW → SQUARE PW
33BB;	33BB;	006E 0077;	other	 # ( ㎻ → ㎻ )	SQUARE NW → SQUARE NW
33BC;	33BC;	03BC 0077;	other	 # ( ㎼ → ㎼ )	SQUARE MU W → SQUARE MU W
33BD;	33BD;	006D 0077;	other	 # ( ㎽ → ㎽ )	SQUARE MW → SQUARE MW
33BE;	33BE;	006B 0077;	other	 # ( ㎾ → ㎾ )	SQUARE KW → SQUARE KW
33BF;	33BF;	006D 0077;	other	 # ( ㎿ → ㎿ )	SQUARE MW MEGA → SQUARE MW MEGA
33C0;	33C0;	006B 03C9;	other	 # ( ㏀ → ㏀ )	SQUARE K OHM → SQUARE K OHM
33C1;	33C1;	006D 03C9;	other	 # ( ㏁ → ㏁ )	SQUARE M OHM → SQUARE M OHM
33C2;	33C2;	0061 002E 006D 002E;	other	 # ( ㏂ → ㏂ )	SQUARE AM → SQUARE AM
33C3;	33C3;	0062 0071;	other	 # ( ㏃ → ㏃ )	SQUARE BQ → SQUARE BQ
33C4;	33C4;	0063 0063;	other	 # ( ㏄ → ㏄ )	SQUARE CC → SQUARE CC
33C5;	33C5;	0063 0064;	other	 # ( ㏅ → ㏅ )	SQUARE CD → SQUARE CD
33C6;	33C6;	0020 0063 002F 006B 0067 0020;	other	 # ( ㏆ → ㏆ )	SQUARE C OVER KG → SQUARE C OVER KG
33C7;	33C7;	0063 006F 002E;	other	 # ( ㏇ → ㏇ )	SQUARE CO → SQUARE CO
33C8;	33C8;	0064 0062;	other	 # ( ㏈ → ㏈ )	SQUARE DB → SQUARE DB
33C9;	33C9;	0067 0079;	other	 # ( ㏉ → ㏉ )	SQUARE GY → SQUARE GY
33CA;	33CA;	0068 0061;	other	 # ( ㏊ → ㏊ )	SQUARE HA → SQUARE HA
33CB;	33CB;	0068 0070;	other	 # ( ㏋ → ㏋ )	SQUARE HP → SQUARE HP
33CC;	33CC;	0069 006E;	other	 # ( ㏌ → ㏌ )	SQUARE IN → SQUARE IN
33CD;	33CD;	006B 006B;	other	 # ( ㏍ → ㏍ )	SQUARE KK → SQUARE KK
33CE;	33CE;	006B 006D;	other	 # ( ㏎ → ㏎ )	SQUARE KM CAPITAL → SQUARE KM CAPITAL
33CF;	33CF;	006B 0074;	other	 # ( ㏏ → ㏏ )	SQUARE KT → SQUARE KT
33D0;	33D0;	006C 006D;	other	 # ( ㏐ → ㏐ )	SQUARE LM → SQUARE LM
33D1;	33D1;	006C 006E;	other	 # ( ㏑ → ㏑ )	SQUARE LN → SQUARE LN
33D2;	33D2;	006C 006F 0067;	other	 # ( ㏒ → ㏒ )	SQUARE LOG → SQUARE LOG
33D3;	33D3;	006C 0078;	other	 # ( ㏓ → ㏓ )	SQUARE LX → SQUARE LX
33D4;	33D4;	006D 0062;	other	 # ( ㏔ → ㏔ )	SQUARE MB SMALL → SQUARE MB SMALL
33D5;	33D5;	006D 0069 006C;	other	 # ( ㏕ → ㏕ )	SQUARE MIL → SQUARE MIL
33D6;	33D6;	006D 006F 006C;	other	 # ( ㏖ → ㏖ )	SQUARE MOL → SQUARE MOL
33D7;	33D7;	0070 0068;	other	 # ( ㏗ → ㏗ )	SQUARE PH → SQUARE PH
33D8;	33D8;	0070 002E 006D 002E;	other	 # ( ㏘ → ㏘ )	SQUARE PM → SQUARE PM
33D9;	33D9;	0070 0070 006D;	other	 # ( ㏙ → ㏙ )	SQUARE PPM → SQUARE PPM
33DA;	33DA;	0070 0072;	other	 # ( ㏚ → ㏚ )	SQUARE PR → SQUARE PR
33DB;	33DB;	0073 0072;	other	 # ( ㏛ → ㏛ )	SQUARE SR → SQUARE SR
33DC;	33DC;	0073 0076;	other	 # ( ㏜ → ㏜ )	SQUARE SV → SQUARE SV
33DD;	33DD;	0077 0062;	other	 # ( ㏝ → ㏝ )	SQUARE WB → SQUARE WB
33DE;	33DE;	0020 0076 002F 006D 0020;	other	 # ( ㏞ → ㏞ )	SQUARE V OVER M → SQUARE V OVER M
33DF;	33DF;	0020 0061 002F 006D 0020;	other	 # ( ㏟ → ㏟ )	SQUARE A OVER M → SQUARE A OVER M
33E0;	33E0;	0031 65E5;	other	 # ( ㏠ → ㏠ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ONE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ONE
33E1;	33E1;	0032 65E5;	other	 # ( ㏡ → ㏡ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWO → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWO
33E2;	33E2;	0033 65E5;	other	 # ( ㏢ → ㏢ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THREE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THREE
33E3;	33E3;	0034 65E5;	other	 # ( ㏣ → ㏣ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOUR → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOUR
33E4;	33E4;	0035 65E5;	other	 # ( ㏤ → ㏤ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIVE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIVE
33E5;	33E5;	0036 65E5;	other	 # ( ㏥ → ㏥ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIX → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIX
33E6;	33E6;	0037 65E5;	other	 # ( ㏦ → ㏦ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVEN
33E7;	33E7;	0038 65E5;	other	 # ( ㏧ → ㏧ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHT → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHT
33E8;	33E8;	0039 65E5;	other	 # ( ㏨ → ㏨ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINE
33E9;	33E9;	0031 0030 65E5;	other	 # ( ㏩ → ㏩ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TEN
33EA;	33EA;	0031 0031 65E5;	other	 # ( ㏪ → ㏪ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ELEVEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY ELEVEN
33EB;	33EB;	0031 0032 65E5;	other	 # ( ㏫ → ㏫ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWELVE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWELVE
33EC;	33EC;	0031 0033 65E5;	other	 # ( ㏬ → ㏬ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTEEN
33ED;	33ED;	0031 0034 65E5;	other	 # ( ㏭ → ㏭ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOURTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FOURTEEN
33EE;	33EE;	0031 0035 65E5;	other	 # ( ㏮ → ㏮ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIFTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY FIFTEEN
33EF;	33EF;	0031 0036 65E5;	other	 # ( ㏯ → ㏯ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIXTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SIXTEEN
33F0;	33F0;	0031 0037 65E5;	other	 # ( ㏰ → ㏰ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVENTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY SEVENTEEN
33F1;	33F1;	0031 0038 65E5;	other	 # ( ㏱ → ㏱ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHTEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY EIGHTEEN
33F2;	33F2;	0031 0039 65E5;	other	 # ( ㏲ → ㏲ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINETEEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY NINETEEN
33F3;	33F3;	0032 0030 65E5;	other	 # ( ㏳ → ㏳ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY
33F4;	33F4;	0032 0031 65E5;	other	 # ( ㏴ → ㏴ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-ONE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-ONE
33F5;	33F5;	0032 0032 65E5;	other	 # ( ㏵ → ㏵ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-TWO → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-TWO
33F6;	33F6;	0032 0033 65E5;	other	 # ( ㏶ → ㏶ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-THREE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-THREE
33F7;	33F7;	0032 0034 65E5;	other	 # ( ㏷ → ㏷ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FOUR → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FOUR
33F8;	33F8;	0032 0035 65E5;	other	 # ( ㏸ → ㏸ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FIVE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-FIVE
33F9;	33F9;	0032 0036 65E5;	other	 # ( ㏹ → ㏹ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SIX → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SIX
33FA;	33FA;	0032 0037 65E5;	other	 # ( ㏺ → ㏺ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SEVEN → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-SEVEN
33FB;	33FB;	0032 0038 65E5;	other	 # ( ㏻ → ㏻ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-EIGHT → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-EIGHT
33FC;	33FC;	0032 0039 65E5;	other	 # ( ㏼ → ㏼ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-NINE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY TWENTY-NINE
33FD;	33FD;	0033 0030 65E5;	other	 # ( ㏽ → ㏽ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY
33FE;	33FE;	0033 0031 65E5;	other	 # ( ㏾ → ㏾ )	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY-ONE → IDEOGRAPHIC TELEGRAPH SYMBOL FOR DAY THIRTY-ONE
33FF;	33FF;	0067 0061 006C;	other	 # ( ㏿ → ㏿ )	SQUARE GAL → SQUARE GAL
A7AE;	A7AE;	026A;	other	 # ( Ɪ → Ɪ )	LATIN CAPITAL LETTER SMALL CAPITAL I → LATIN CAPITAL LETTER SMALL CAPITAL I
FA2E;	FA2E;	90DE;	other	 # ( 郞 → 郞 )	CJK COMPATIBILITY IDEOGRAPH-FA2E → CJK COMPATIBILITY IDEOGRAPH-FA2E
FA2F;	FA2F;	96B7;	other	 # ( 隷 → 隷 )	CJK COMPATIBILITY IDEOGRAPH-FA2F → CJK COMPATIBILITY IDEOGRAPH-FA2F
FA6B;	FA6B;	6075;	other	 # ( 恵 → 恵 )	CJK COMPATIBILITY IDEOGRAPH-FA6B → CJK COMPATIBILITY IDEOGRAPH-FA6B
FA6C;	FA6C;	242EE;	other	 # ( 𤋮 → 𤋮 )	CJK COMPATIBILITY IDEOGRAPH-FA6C → CJK COMPATIBILITY IDEOGRAPH-FA6C
FA6D;	FA6D;	8218;	other	 # ( 舘 → 舘 )	CJK COMPATIBILITY IDEOGRAPH-FA6D → CJK COMPATIBILITY IDEOGRAPH-FA6D
FB29;	FB29;	002B;	other	 # ( ﬩ → ﬩ )	HEBREW LETTER ALTERNATIVE PLUS SIGN → HEBREW LETTER ALTERNATIVE PLUS SIGN
FDFC;	FDFC;	0631 06CC 0627 0644;	other	 # ( ﷼ → ﷼ )	RIAL SIGN → RIAL SIGN
FE4D;	FE4D;	005F;	other	 # ( ﹍ → ﹍ )	DASHED LOW LINE → DASHED LOW LINE
FE4E;	FE4E;	005F;	other	 # ( ﹎ → ﹎ )	CENTRELINE LOW LINE → CENTRELINE LOW LINE
FE4F;	FE4F;	005F;	other	 # ( ﹏ → ﹏ )	WAVY LOW LINE → WAVY LOW LINE
FE50;	FE50;	002C;	other	 # ( ﹐ → ﹐ )	SMALL COMMA → SMALL COMMA
FE51;	FE51;	3001;	other	 # ( ﹑ → ﹑ )	SMALL IDEOGRAPHIC COMMA → SMALL IDEOGRAPHIC COMMA
FE52;	FE52;	002E;	other	 # ( ﹒ → ﹒ )	SMALL FULL STOP → SMALL FULL STOP
FE54;	FE54;	003B;	other	 # ( ﹔ → ﹔ )	SMALL SEMICOLON → SMALL SEMICOLON
FE55;	FE55;	003A;	other	 # ( ﹕ → ﹕ )	SMALL COLON → SMALL COLON
FE56;	FE56;	003F;	other	 # ( ﹖ → ﹖ )	SMALL QUESTION MARK → SMALL QUESTION MARK
FE57;	FE57;	0021;	other	 # ( ﹗ → ﹗ )	SMALL EXCLAMATION MARK → SMALL EXCLAMATION MARK
FE58;	FE58;	2014;	other	 # ( ﹘ → ﹘ )	SMALL EM DASH → SMALL EM DASH
FE59;	FE59;	0028;	other	 # ( ﹙ → ﹙ )	SMALL LEFT PARENTHESIS → SMALL LEFT PARENTHESIS
FE5A;	FE5A;	0029;	other	 # ( ﹚ → ﹚ )	SMALL RIGHT PARENTHESIS → SMALL RIGHT PARENTHESIS
FE5B;	FE5B;	007B;	other	 # ( ﹛ → ﹛ )	SMALL LEFT CURLY BRACKET → SMALL LEFT CURLY BRACKET
FE5C;	FE5C;	007D;	other	 # ( ﹜ → ﹜ )	SMALL RIGHT CURLY BRACKET → SMALL RIGHT CURLY BRACKET
FE5D;	FE5D;	3014;	other	 # ( ﹝ → ﹝ )	SMALL LEFT TORTOISE SHELL BRACKET → SMALL LEFT TORTOISE SHELL BRACKET
FE5E;	FE5E;	3015;	other	 # ( ﹞ → ﹞ )	SMALL RIGHT TORTOISE SHELL BRACKET → SMALL RIGHT TORTOISE SHELL BRACKET
FE5F;	FE5F;	0023;	other	 # ( ﹟ → ﹟ )	SMALL NUMBER SIGN → SMALL NUMBER SIGN
